,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
0,1931,6.1,6.0,6.8,9.9,12.1,18.4,23.6,26.1,21.3,14.0,10.8,7.3,13.5
1,1932,6.5,5.7,6.5,9.6,14.0,18.5,26.4,26.0,21.3,12.9,10.0,7.6,13.8
2,1933,5.9,5.3,6.8,10.8,15.3,19.7,26.7,27.3,19.7,14.5,10.1,7.2,14.1
3,1934,5.1,5.5,6.7,9.6,13.5,18.9,26.4,25.2,21.5,13.1,9.1,7.3,13.5
4,1935,6.0,6.3,6.8,9.9,13.6,17.7,24.3,24.8,20.7,14.3,10.3,7.1,13.5
5,1936,4.5,5.2,6.0,9.7,13.6,19.5,24.7,26.7,22.8,14.3,9.6,8.1,13.7
6,1937,6.7,7.5,7.5,10.5,13.1,16.8,26.4,28.5,21.3,15.2,11.3,6.3,14.3
7,1938,5.5,5.2,8.7,10.1,15.6,19.5,24.9,25.7,20.0,15.9,8.8,6.8,13.9
8,1939,5.5,5.6,7.2,10.1,12.9,18.1,26.1,24.4,21.5,16.0,10.7,6.5,13.7
9,1940,5.2,5.5,6.8,10.0,13.1,18.7,26.4,24.3,20.0,14.8,10.5,7.5,13.6
10,1941,6.3,5.9,7.2,9.3,14.0,20.1,24.4,25.2,19.5,13.5,10.7,7.7,13.7
11,1942,5.1,5.5,8.7,8.9,12.3,18.9,25.6,25.1,22.3,12.7,8.3,6.3,13.3
12,1943,4.8,5.2,6.0,8.4,13.2,19.5,24.9,26.0,22.7,14.4,9.2,7.1,13.5
13,1944,5.6,5.3,6.7,9.2,15.2,18.7,24.9,25.9,20.1,13.9,10.3,6.0,13.5
14,1945,4.5,4.5,7.3,9.7,12.5,19.1,21.7,26.0,22.1,15.5,9.5,6.4,13.2
15,1946,5.9,5.7,6.8,11.2,13.2,20.8,25.5,24.8,19.6,14.7,11.2,6.1,13.8
16,1947,6.1,4.8,6.4,8.7,12.9,17.5,25.6,26.0,20.9,12.1,8.3,6.0,12.9
