,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
0,1898,×,×,×,×,×,×,45,41,43,54,36,21,41 ]
1,1899,19,20,44,49,39,42,43,43,41,43,37,35,39
2,1900,16,27,30,35,50,50,44,69,43,45,35,20,40
3,1901,20,16,51,42,51,40,29,67,51,40,39,28,41
4,1902,38,36,41,44,46,44,42,42,43,54,46,25,42
5,1903,30,26,33,41,52,47,29,70,54,47,34,21,41
6,1904,17,46,44,36,49,46,56,72,48,43,31,32,45
7,1905,30,21,28,40,41,27,45,36,47,50,42,19,36
8,1906,21,13,37,56,42,32,42,54,36,42,26,24,37
9,1907,30,28,32,56,54,48,46,59,49,50,35,32,44
10,1908,26,29,35,47,53,44,45,60,49,43,29,35,42
11,1909,22,20,38,55,54,34,57,49,30,46,40,21,40
12,1910,22,16,32,49,44,39,41,55,32,56,43,23,39
13,1911,30,35,41,53,60,40,54,60,45,54,43,27,46
14,1912,17,36,42,55,58,57,43,65,46,54,33,28,46
15,1913,26,34,48,49,58,35,53,57,63,51,46,18,46
16,1914,42,40,46,51,46,40,66,67,61,55,46,28,50
17,1915,27,28,42,44,58,40,72,54,44,49,41,37,46
18,1916,37,23,42,44,61,45,37,61,56,48,46,44,46
19,1917,20,42,40,62,63,43,65,61,39,35,36,25,46
20,1918,28,39,51,48,53,34,44,56,52,53,30,24,43
21,1919,16,38,47,59,61,35,59,65,56,54,45,26,48
22,1920,26,30,34,56,46,41,59,49,56,65,48,20,45
23,1921,28,40,43,46,50,29,51,66,42,46,52,31,44
24,1922,19,36,47,61,59,60,52,76,44,58,42,29,50
25,1923,21,27,49,48,47,44,45,73,48,50,24,24,43
26,1924,31,24,43,47,51,47,61,63,47,52,32,32,46
27,1925,23,27,53,53,49,36,57,66,42,59,42,26,46
28,1926,25,29,49,62,42,54,52,64,39,46,48,23,46
29,1927,27,28,45,54,58,54,55,45,32,54,53,26,45
30,1928,16,30,47,59,57,40,42,55,44,50,44,25,43
31,1929,28,25,43,57,47,53,54,65,39,50,24,25,44
32,1930,22,30,44,43,53,39,58,58,61,59,31,32,45
33,1931,17,23,56,40,62,50,31,64,40,49,47,34,44
34,1932,35,28,42,52,61,48,56,50,37,65,39,27,46
35,1933,13,28,35,45,53,53,58,55,69,45,47,31,46
36,1934,21,34,38,52,63,52,52,65,44,48,42,45,48
37,1935,31,28,53,56,61,55,57,64,36,64,46,21,49
38,1936,17,29,50,43,46,50,47,40,65,66,49,29,45
39,1937,25,28,46,56,49,49,40,74,52,50,30,27,45
40,1938,17,33,40,59,49,32,56,58,60,40,51,27,44
41,1939,20,31,39,44,58,55,70,73,62,40,47,34,49
42,1940,20,26,52,58,66,55,58,56,52,57,54,39,51
43,1941,27,32,54,61,56,36,26,57,39,60,46,36,45
44,1942,24,29,39,59,53,44,74,55,38,56,44,28,47
45,1943,32,36,48,59,50,41,46,71,41,59,46,41,48
46,1944,35,29,47,53,52,66,58,69,63,49,37,16,49
47,1945,25,41,44,61,50,44,44,69,33,39,52,23,45
48,1946,29,32,36,49,45,36,63,67,53,45,40,18,44
49,1947,24,21,39,67,44,39,46,74,39,39,48,19,43
50,1948,29,38,43,51,56,57,37,62,43,48,41,38,46
51,1949,26,25,43,54,56,32,43,61,45,52,36,22,42
52,1950,28,24,45,50,57,43,54,68,46,51,34,23,45
53,1951,31,33,44,43,55,62,45,69,45,56,42,41,48
54,1952,22,25,42,52,51,36,43,65,42,51,48,25,43
55,1953,18,23,38,58,46,19,34,51,37,51,37,24,37
56,1954,19,30,48,41,42,28,33,66,44,46,57,18,40
57,1955,14,40,35,43,45,37,46,64,44,40,49,37,42
58,1956,21,23,29,54,39,34,49,47,43,39,34,23,37
59,1957,19,25,37,44,47,37,22,51,41,50,52,23,38
60,1958,14,38,40,39,54,59,47,46,48,41,45,38,43
61,1959,18,32,44,49,49,59,41,56,41,59,47,35,45
62,1960,22,50,45,53,50,44,55,68,31,53,39,21,45
63,1961,19,41,54,54,47,36,49,52,51,45,37,31,44
64,1962,18,31,51,53,53,36,44,55,51,58,34,33,44
65,1963,8,28,48,38,19,19,49,52,54,52,44,30,37
66,1964,20,21,50,34,58,47,56,69,44,53,51,28,46
67,1965,25,41,52,53,48,45,30,69,49,66,38,20,46
68,1966,29,35,40,41,47,38,46,58,49,49,38,20,42
69,1967,29,26,44,42,59,53,45,67,63,46,36,14,45
70,1968,21,22,52,54,47,51,50,46,46,50,56,32,45
71,1969,17,28,40,52,59,50,48,64,51,57,35,24,45
72,1970,26,42,42,44,50,28,44,51,45,49,39,27,41
73,1971,23,26,39,55,51,37,44,46,49,51,52,31,43
74,1972,28,31,35,54,48,44,43,59,50,49,32,29,43
75,1973,24,33,48,49,50,50,63,64,46,43,42,25,46
76,1974,33,29,42,55,56,49,17,68,53,46,51,23,44
77,1975,23,29,51,43,46,47,58,62,55,38,37,24,44
78,1976,20,30,42,49,48,40,46,45,47,52,29,26,40
79,1977,19,36,38,45,49,36,52,43,55,71,34,42,44
80,1978,24,27,50,60,57,41,63,68,46,49,45,41,49
81,1979,25,30,49,49,63,36,43,53,43,64,34,35,45
82,1980,22,30,44,53,50,28,23,19,47,45,52,15,36
83,1981,28,22,48,49,53,32,47,56,49,44,27,33,42
84,1982,24,33,46,49,59,57,39,49,39,61,33,24,44
85,1983,33,35,33,47,57,53,45,51,43,55,42,26,44
86,1984,15,30,42,43,62,45,51,69,50,57,52,24,46
87,1985,26,19,39,54,46,36,53,68,47,49,35,20,42
88,1986,17,24,42,47,41,31,31,64,47,43,36,28,39
89,1987,21,36,30,49,49,49,32,41,44,48,42,37,40
90,1988,25,26,32,52,47,34,31,50,39,52,38,35,39
91,1989,24,24,42,55,44,35,48,49,33,54,37,33,41
92,1990,13,28,41,46,53,42,53,70,35,44,42,28,43
93,1991,17,21,34,45,35,24,29,38,43,42,46,31,34
94,1992,19,25,26,46,44,42,43,35,46,47,37,24,37
95,1993,18,27,33,47,40,29,27,23,41,44,25,26,32
96,1994,25,25,35,47,48,36,65,67,49,52,46,23,44
97,1995,16,35,39,43,46,37,40,66,36,51,42,15,40
98,1996,18,28,32,50,50,26,45,53,53,50,25,29,39
99,1997,24,36,46,48,41,47,36,58,39,58,42,29,42
100,1998,15,29,45,40,43,29,40,44,42,33,39,38,37
101,1999,29,28,30,38,63,33,28,38,35,49,36,32 ),37
102,2000,23,23,49,44,47,34,56,58,44,40,36,35,42
103,2001,10,22,36 ),52 ),44,35,55,61,49,44,42,22,41
104,2002,21,37,47,42,37,52,40,47,53,44,36 ),18,40
105,2003,15,27,39,37,49,31,22,41,52,59,35,25,36
106,2004,27,44,43,59,38,46,55,48,25,44,48,33,43
107,2005,19,18,34,56,56,45,36,47,44,45,43,14,39
108,2006,26,25,37,35,35,39,28,64,46,59,35,28,39
109,2007,23,43,43,52,53,30,28,63 ),43 ),54,42,20,42
110,2008,23,25,39,47,50,26,59,49,42,52,36,28,41
111,2009,15,31,43,59,44,40,19,45,52,48,29,22,38
112,2010,26 ),24,28,39,47,40,45,61,51,36,43,25,40
113,2011,12,40,39,50,37,33,41,45,48,46,30,17,37
114,2012,16,19,28,48,44,30,51,59,43,51,29,21,38
115,2013,19,26,47,42,57,31,49,56,52,39,34,17,40
116,2014,30,27 ),39,50,67,32,45,21,49,51,41,17,40
117,2015,21,25,50,46,57,36,36,50,45,62,28,26,41
118,2016,17,32,45,46,51,34,48,66,25,33,38,25,39
119,2017,30,32,47,52,57,54,49,57,43,32,43,16,44
120,2018,16,32,58,50,44,42,63,71,30,44,42,20,44
121,2019,29,30,39 ],　,　,　,　,　,　,　,　,　,31 ]
