,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
0,1937,　,　,　,49,47,40,40,60,35,40,39,53,45 ]
1,1938,45,45,46,56,38,34,39,40,48,35,51,47,43
2,1939,39,47,43,42,55,45,56,54,55,36,47,52,48
3,1940,48,35,49,52,56,48,45,46,47,46,47,45,47
4,1941,50,50,48,58,46,27,24,37,31,55,37,34,41
5,1942,52,35,41,64,50,35,64,54,46,45,55,46,49
6,1943,53,46,47,52,49,38,42,54,43,44,54,47,47
7,1944,43,43,48,46,45,53,54,51,51,46,40,48,48
8,1945,54,50,42,61,42,29,40,56,38,32,47,41,44
9,1946,45,42,35,52,39,35,57,57,45,48,40,44,45
10,1947,35,51,44,61,44,28,51,62,34,44,51,37,45
11,1948,47,46,34,46,41,42,42,50,46,39,38,36,42
12,1949,50,34,39,41,47,28,37,58,34,36,39,39,40
13,1950,38,35,48,44,42,26,41,51,43,39,36,45,41
14,1951,48,40,42,35,47,43,34,53,35,45,44,44,42
15,1952,41,33,40,43,51,28,37,63,41,45,41,52,43
16,1953,46,40,42,50,45,21,35,40,40,48,40,39,40
17,1954,34,49,52,47,39,22,32,65,37,34,54,41,42
18,1955,50,50,34,44,46,36,53,60,51,32,56,51,47
19,1956,47,47,39,50,35,35,49,50,36,32,49,60,44
20,1957,37,38,44,46,38,34,27,51,28,49,48,42,40
21,1958,47,49,42,42,48,48,37,52,40,37,43,47,44
22,1959,49,38,50,43,49,45,45,54,54,36,40,45,46
23,1960,46,51,41,45,40,33,48,51,31,44,36,49,43
24,1961,42,41,49,48,36,32,44,48,51,28,39,45,42
25,1962,48,44,50,43,41,23,32,45,49,43,34,53,42
26,1963,54,40,52,40,18,25,42,39,32,43,46,49,39
27,1964,32,34,44,35,56,31,37,49,32,39,47,41,40
28,1965,41,46,55,39,39,28,26,57,32,52,40,37,41
29,1966,42,45,37,36,42,30,36,43,38,42,46,33,39
30,1967,44,41,45,32,52,42,32,46,32,38,36,49,41
31,1968,37,51,43,44,43,39,29,35,29,32,51,34,39
32,1969,42,31,34,46,48,36,36,43,38,42,38,55,41
33,1970,51,44,42,32,36,21,36,43,29,31,45,46,37
34,1971,45,40,50,53,37,23,31,40,23,34,41,46,38
35,1972,37,35,43,40,42,36,34,46,40,47,43,40,40
36,1973,37,38,44,42,45,32,49,39,34,37,48,49,41
37,1974,39,38,39,47,47,38,26,45,35,35,48,36,39
38,1975,40,32,50,34,42,28,39,46,47,31,44,42,40
39,1976,52,40,39,37,35,26,37,44,36,43,41,46,39
40,1977,42,48,46,47,48,22,47,34,40,59,43,49,43
41,1978,42,41,51,46,43,38,60,63,39,46,45,48,47
42,1979,50,42,42,47,58,38,39,48,33,49,38,40,44
43,1980,38,51,43,43,46,26,29,26,38,43,39,55,39
44,1981,49,45,44,45,48,31,50,48,36,41,42,54,44
45,1982,51,44,49,50,53,40,31,36,39,46,33,49,43
46,1983,50,59,33,41,57,45,39,54,30,43,47,43,45
47,1984,44,43,44,40,44,27,35,56,44,46,48,45,43
48,1985,45,27,31,48,45,24,48,55,33,43,41,42,40
49,1986,48,40,40,47,44,38,31,47,44,46,36,45,42
50,1987,42,39,27,53,42,49,38,48,39,40,40,51,43
51,1988,42,41,28,43,41,33,26,35,27,38,55,56,38
52,1989,32,31,40,48,36,33,30,45,37,46,49,48,39
53,1990,33,28,44,41,40,38,42,55,38,38,49,47,41
54,1991,38,41,32,43,32,22,29,38,32,29,45,40,35
55,1992,40,37,27,43,42,32,36,38,43,38,40,40,38
56,1993,27,40,42,43,41,25,19,24,24,39,38,40,33
57,1994,45,35,43,51,47,32,47,62,45,41,43,36,44
58,1995,45,35,36,37,34,20,32,67,36,52,53,47,41
59,1996,37,43,32,51,38 ),22,45,47,30,42,35,55,40
60,1997,39,41 ),41,45 ),35,31,35,53,34 ),54,46,45,41
61,1998,40,44,49,34,34 ),23,33,41,31,30,46,44,37
62,1999,49,42,32 ),34,50,33,36,40,36,45,47,48,41
63,2000,29,33,45,45,45,28,42 ),53,44 ),32,33,47,40
64,2001,32,37,41,52,36,32,53 ),45,41,43,55,46,43
65,2002,38,40,54,39,34,37,40,49,40,49,45,37,42
66,2003,42,35 ),40 ),32,40 ),20 ],17,37,49,43,29,42,35 ]
67,2004,47 ),54,45,59 ),33,38,51,38,32,39,46,42 ),43
68,2005,40,33,41,58,53,34,31,36,39,40,55,47,42
69,2006,35,25,38,30,32,29 ),23,54,40,45,42,36,36
70,2007,39,48,49,44,46,37,21,56,37,42,38,45 ),42
71,2008,34,38,45,44,39 ),21,38 ],33 ),32,42,46,56,39 ]
72,2009,34,38,44,54,38,36,23,42,48,47,32,48 ),40
73,2010,47,33,31,38,42,33,41,55,44,33,49,47,41
74,2011,48,49,45,49,35 ),32,35,49,42,47,38,47,42
75,2012,36,33,40,43,36,22,39,51 ),47,52,41,43,40
76,2013,46,38,47,50,57,32,48,53,50,32 ),47,44,46
77,2014,47,39,46,52,56,33,42,28,48,38,49,41,43
78,2015,33,35,42,37,54,24,34,39,35,59,31 ),42,39
79,2016,47,45,48,39,51,30,44,55,28,34,46,44,42
80,2017,49,40,41,46,51,46,34,40,40,20,52,52,42
81,2018,47,53,58,53,44,37,55,58,23,45,43,40,46
82,2019,39,37,37 ],　,　,　,　,　,　,　,　,　,38 ]
