,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
0,1953,0,--,--,--,--,--,--,--,--,--,--,--,0 ]
1,1954,0,10,0,--,--,--,--,--,--,--,--,0,10
2,1955,3,3,--,--,--,--,--,--,--,--,--,--,6
3,1956,0,5,1,--,--,--,--,--,--,--,0,0,6
4,1957,0,1,5,--,--,--,--,--,--,--,--,0,6
5,1958,4,0,0,--,--,--,--,--,--,--,--,0,4
6,1959,19,--,0,--,--,--,--,--,--,--,--,0,19
7,1960,7,0,--,--,--,--,--,--,--,--,0,0,7
8,1961,4,0,--,--,--,--,--,--,--,--,--,0,4
9,1962,9,1,0,0,--,--,--,--,--,--,--,0,10
10,1963,27,7,0,--,--,--,--,--,--,--,0,0,34
11,1964,0,2,--,--,--,--,--,--,--,--,--,0,2
12,1965,1,0,0,--,--,--,--,--,--,--,0,0,1
13,1966,0,3,--,--,--,--,--,--,--,--,0,0,3
14,1967,5,0,0,--,--,--,--,--,--,--,--,7,5
15,1968,1,44,--,--,--,--,--,--,--,0,0,0,52
16,1969,0,0,2,0,--,--,--,--,--,--,--,0,2
17,1970,1,0,0,--,--,--,--,--,--,--,0,0,1
18,1971,6,5,0,--,--,--,--,--,--,--,0,0,11
19,1972,0,0,2,0,--,--,--,--,--,--,0,0,2
20,1973,0,0,--,--,--,--,--,--,--,--,0,1,0
21,1974,0,3,0,--,--,--,--,--,--,--,--,0,4
22,1975,7,10,--,0,--,--,--,--,--,--,0,1,17
23,1976,0,0,0,--,--,--,--,--,--,--,0,3,1
24,1977,0,9,0,--,--,--,--,--,--,--,0,0,12
25,1978,0,11,0,0,--,--,--,--,--,--,0,0,11
26,1979,0,1,0,--,--,--,--,--,--,--,0,0,1
27,1980,0,0,0,--,--,--,--,--,--,0,--,0,0
28,1981,7,0,0,--,--,--,--,--,--,--,--,2,7
29,1982,6,0,--,0,--,--,--,--,--,--,0,0,8
30,1983,0,0,0,--,--,--,--,--,--,--,0,1,0
31,1984,18,6,0,--,--,--,--,--,--,--,--,0,25
32,1985,2,0,--,0,--,--,--,--,--,--,--,1,2
33,1986,1,3,0,--,--,--,--,--,--,0,--,0,5
34,1987,2,2,10,--,--,--,--,--,--,--,--,0,14
35,1988,0,0,0,0,--,--,--,--,--,--,0,0,0
36,1989,0,0,0,--,--,--,--,--,--,--,0,0,0
37,1990,15,--,0,--,--,--,--,--,--,--,--,0,15
38,1991,0,0,--,--,--,--,--,--,--,--,--,0,0
39,1992,0,0,--,--,--,--,--,--,--,--,0,0,0
40,1993,0,0,0,--,--,--,--,--,--,--,0,0,0
41,1994,0,0,0,--,--,--,--,--,--,--,--,0,0
42,1995,1,2,3,--,--,--,--,--,--,--,0,0,6
43,1996,0,0,--,--,--,--,--,--,--,--,0,0,0
44,1997,3,0,--,--,--,--,--,--,--,--,--,0,3
45,1998,0,0,0,--,--,--,--,--,--,--,--,--,0
46,1999,0,10,0,--,--,--,--,--,--,--,--,0,10
47,2000,0,0,0,--,--,--,--,--,--,--,--,--,0
48,2001,5,0,0,--,--,--,--,--,--,--,0,0,5
49,2002,0,0,--,--,--,--,--,--,--,--,--,0,0
50,2003,2,0,0,--,--,--,--,--,--,--,--,0,2
51,2004,3,0,0,--,--,--,--,--,--,--,--,2,3
52,2005,0,0,4,--,--,--,--,--,--,--,--,0,6
53,2006,0,0,0,--,--,--,--,--,--,--,--,0,0
54,2007,0,0,0,--,--,--,--,--,--,--,--,0,0
55,2008,0,0,0,--,--,--,--,--,--,--,0,0,0
56,2009,6,0,0,--,--,--,--,--,--,--,--,0,6
57,2010,2,0,0,--,--,--,--,--,--,--,--,1,2
58,2011,0,0,0,--,--,--,--,--,--,--,--,--,1
59,2012,--,11,--,--,--,--,--,--,--,--,--,--,11
60,2013,4,1,--,--,--,--,--,--,--,--,--,--,5
61,2014,--,--,--,--,--,--,--,--,--,--,--,--,--
62,2015,1,--,--,--,--,--,--,--,--,--,--,--,1
63,2016,3,--,--,--,--,--,--,--,--,--,--,--,3
64,2017,2,1,--,--,--,--,--,--,--,--,--,--,3
65,2018,--,4,--,--,--,--,--,--,--,--,--,--,4
66,2019,--,--,×,　,　,　,　,　,　,　,　,　,×
