,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual
0,1893,54,54,59,57,47,43,77,58,48,43,61,65,55
1,1894,52,64,44,44,62,58,67,72,41,40,61,49,55
2,1895,61,57,49,55,47,40,36,61,45,51,58,58,51
3,1896,67,59,51,41,41,38,45,59,38,46,66,57,50
4,1897,40,54,46,59,48,54,53,61,37,53,53,63,52
5,1898,46,47,34,40,42,40,47,53,46,41,42,44,43
6,1899,53,45,52,50,29,34,30,44,25,50,51,42,41
7,1900,35,49,46,43,55,48,42,55,42,47,43,48,46
8,1901,36,37,46,41,47,32,33,67,59,43,56,71,47
9,1902,62,60,55,42,34,44,51,42,44,54,47,46,48
10,1903,53,51,38,40,54,44,34,74,49,49,63,57,50
11,1904,56,60,44,47,42,41,62,77,52,42,57,57,53
12,1905,48,47,32,42,45,26,56,41,48,48,57,47,44
13,1906,52,38,55,61,44,39,48,61,35,47,43,54,48
14,1907,58,53,49,61,61,44,40,51,43,46,45,58,51
15,1908,47,54,41,47,57,42,51,51,37,45,55,55,48
16,1909,37,45,45,53,58,28,55,58,37,41,54,54,47
17,1910,44,53,44,49,42,34,54,54,27,38,59,57,46
18,1911,50,52,49,63,54,33,54,65,52,56,60,59,54
19,1912,59,49,41,52,54,55,38,67,36,54,53,50,51
20,1913,54,53,55,39,54,37,64,63,51,51,50,51,52
21,1914,63,47,47,51,41,37,62,73,59,57,52,49,53
22,1915,54,41,58,40,56,33,68,55,47,46,52,54,50
23,1916,54,44,54,50,46,45,37,66,49,37,38,51,48
24,1917,64,63,48,54,58,41,64,54,38,32,52,62,52
25,1918,66,56,55,44,49,28,52,50,50,39,52,47,48
26,1919,41,45,49,64,64,35,57,55,47,54,43,55,51
27,1920,50,41,40,55,54,40,56,40,52,59,48,48,49
28,1921,58,59,53,42,49,21,53,55,32,53,58,55,48
29,1922,46,44,54,50,53,57,46,71,52,51,51,63,53
30,1923,46,44,57,37,43,34,46,74,41,50,47,48,47
31,1924,52,42,51,45,49,39,60,57,46,42,59,58,50
32,1925,49,53,63,50,47,41,54,63,44,50,49,60,52
33,1926,55,49,52,60,40,50,49,61,53,50,53,48,52
34,1927,47,48,46,56,59,47,55,38,34,50,60,51,49
35,1928,46,54,58,58,55,37,44,51,52,47,44,46,49
36,1929,53,63,49,62,47,49,58,69,38,46,44,43,52
37,1930,47,51,43,45,53,44,58,63,54,55,51,49,51
38,1931,31,37,62,50,58,50,27,60,44,38,50,50,47
39,1932,59,48,57,52,52,41,61,51,32,53,48,47,50
40,1933,48,54,42,41,48,51,60,47,64,44,53,48,50
41,1934,56,65,55,39,64,47,52,67,39,46,57,41,52
42,1935,58,46,50,48,61,47,56,54,33,59,47,51,51
43,1936,51,51,58,41,48,45,49,50,57,46,49,45,49
44,1937,38,35,46,50,50,45,44,73,44,47,39,56,48
45,1938,50,63,51,62,42,41,51,48,61,45,64,56,52
46,1939,54,52,44,44,58,47,61,68,66,42,53,60,54
47,1940,62,47,56,58,59,55,59,57,51,48,54,56,55
48,1941,55,51,58,60,53,32,36,52,34,63,44,42,48
49,1942,64,46,46,58,56,34,73,62,50,54,62,51,55
50,1943,64,66,58,59,53,40,44,66,56,49,63,64,56
51,1944,56,54,54,56,48,53,57,69,61,43,44,61,55
52,1945,64,57,54,64,53,45,54,65,45,44,65,61,55
53,1946,57,51,44,52,42,29,63,69,52,50,50,49,51
54,1947,40,65,50,68,51,42,59,75,47,52,65,50,55
55,1948,60,54,48,55,44,49,40,64,47,48,51,47,50
56,1949,65,52,52,55,47,35,58,65,53,51,46,45,52
57,1950,49,47,55,51,43,42,46,57,51,44,39,47,48
58,1951,52,46,53,39,51,51,43,63,41,53,50,54,50
59,1952,45,30,46,40,41,22,37,58,36,49,42,46,41
60,1953,51,39,39,49,35,12,32,42,39,53,46,45,39
61,1954,36,59,52,50,40,30,36,68,44,36,54,49,46
62,1955,56,55,28,42,45,33,51,59,51,36,64,62,48
63,1956,54,56,40,54,28,35,59,57,42,40,52,60,48
64,1957,51,49,52,49,40,31,27,50,31,56,57,45,44
65,1958,54,60,52,41,51,36,42,52,43,37,55,60,48
66,1959,55,30,54,46,45,52,42,54,50,41,48,47,47
67,1960,61,64,50,51,45,39,61,58,38,58,51,66,53
68,1961,56,55,58,52,42,40,50,53,51,35,45,59,49
69,1962,56,55,52,50,43,25,38,61,56,51,40,57,48
70,1963,69,67,53,43,20,21,46,40,42,45,51,48,44
71,1964,36,38,45,31,52,27,53,57,39,45,59,47,44
72,1965,55,53,65,45,45,33,35,68,42,64,51,43,49
73,1966,54,50,38,42,46,37,48,50,46,51,55,50,47
74,1967,57,52,49,33,56,46,42,57,53,43,38,51,48
75,1968,52,57,47,46,49,42,36,42,33,40,64,39,45
76,1969,33,34,39,51,56,44,47,60,49,50,43,56,47
77,1970,63,55,48,37,40,20,43,52,43,41,52,51,44
78,1971,61,54,59,55,44,25,39,49,39,39,53,57,47
79,1972,46,43,49,49,43,36,39,57,48,54,41,58,47
80,1973,50,43,52,45,51,42,57,48,37,42,62,63,49
81,1974,62,52,47,56,53,46,38,60,37,42,60,49,50
82,1975,49,48,60,42,43,39,49,55,59,35,54,51,48
83,1976,63,44,46,41,47,35,51,54,46,51,43,47,47
84,1977,47,57,49,54,44,28,54,43,46,62,48,54,48
85,1978,52,51,55,52,50,45,73,68,41,45,53,53,54
